Designator,Mid X,Mid Y,Rotation,Layer
C1,154.644775,-55.09,0.0,top
C2,154.644775,-61.64,0.0,top
C3,146.35,-55.2,0.0,top
C4,146.4,-62.7,0.0,top
C5,134.005,-71.44,0.0,top
C6,134.005,-79.29,0.0,top
J1,142.465,-83.515,0.0,top
J2,140.9,-59.325,0.0,top
R1,143.315,-71.14,0.0,top
R2,143.315,-75.19,0.0,top
U1,152.925,-80.795,270.0,top
U2,153.625,-73.315,180.0,top
